location,property_type,area,bedrooms,bathrooms,age,parking,furnishing,pool,gym,lift,security,garden,clubhouse,price
Delhi,Villa,2282,1,4,0,1,Semi Furnished,1,0,1,1,1,1,24862681
Bangalore,Villa,1045,4,4,5,1,Fully Furnished,1,1,0,1,0,0,11470906
Hyderabad,Apartment,2324,3,1,5,1,Luxury,1,1,0,1,1,1,16294297
Pune,Apartment,3676,4,4,4,0,Fully Furnished,0,0,0,0,1,0,23793410
Bangalore,Apartment,2359,5,1,13,3,Fully Furnished,1,1,1,0,1,0,18886531
Pune,Villa,1621,3,1,8,1,Semi Furnished,1,0,1,0,0,0,13667391
Delhi,Villa,1539,1,2,12,0,Semi Furnished,1,0,0,1,0,0,14950266
Hyderabad,Independent House,2750,3,2,7,2,Luxury,1,1,0,1,0,1,18568437
Chennai,Independent House,3514,4,2,10,0,Fully Furnished,0,0,0,0,1,0,18570981
Chennai,Villa,2364,2,3,15,2,Unfurnished,1,1,0,0,0,0,12550560
Pune,Independent House,1575,3,2,18,3,Fully Furnished,0,0,0,0,0,0,10317870
Mumbai,Apartment,2838,5,3,9,3,Unfurnished,0,0,0,0,0,1,28173685
Chennai,Villa,2099,4,1,13,0,Fully Furnished,1,1,0,0,1,0,13789183
Delhi,Apartment,3633,4,4,21,0,Semi Furnished,0,1,1,1,1,1,27439017
Hyderabad,Apartment,3025,1,4,16,2,Semi Furnished,1,0,1,1,0,0,14136359
Delhi,Apartment,760,2,3,4,2,Fully Furnished,0,0,0,0,0,1,8144541
Chennai,Independent House,3489,5,3,23,1,Unfurnished,1,1,1,0,0,1,15757165
Chennai,Apartment,664,5,1,23,3,Fully Furnished,1,0,1,0,1,1,4774214
Pune,Independent House,2427,2,4,11,1,Semi Furnished,1,0,1,0,1,0,16802871
Bangalore,Apartment,3587,2,3,0,2,Luxury,0,0,1,0,0,0,26108684
Bangalore,Independent House,1010,5,2,23,0,Luxury,0,1,1,0,0,0,10380831
Pune,Apartment,1617,1,3,4,0,Semi Furnished,0,0,1,0,0,0,8900020
Delhi,Independent House,1859,3,4,4,1,Semi Furnished,0,1,0,0,0,0,18093996
Hyderabad,Villa,1180,1,2,0,1,Luxury,1,1,0,1,1,0,11776590
Pune,Independent House,2614,2,1,7,0,Unfurnished,1,1,0,1,0,1,16353966
Hyderabad,Apartment,1329,4,3,19,1,Semi Furnished,1,0,1,1,1,0,7567431
Mumbai,Villa,1687,1,1,4,1,Fully Furnished,1,0,1,1,1,0,24825687
Mumbai,Villa,1192,1,3,4,1,Fully Furnished,1,1,1,1,1,1,21109220
Mumbai,Villa,1166,2,4,13,3,Fully Furnished,1,0,1,0,1,0,20479292
Bangalore,Independent House,1432,1,3,17,3,Unfurnished,0,0,0,1,1,0,9294732
Bangalore,Villa,1593,2,2,1,1,Luxury,0,0,1,0,1,1,16239064
Hyderabad,Villa,2553,5,2,0,1,Unfurnished,1,0,0,0,0,0,16736950
Mumbai,Apartment,2524,2,3,15,3,Semi Furnished,1,1,0,1,0,0,24614884
Pune,Apartment,2661,2,1,12,3,Semi Furnished,1,1,1,0,1,0,14367973
Hyderabad,Villa,1112,2,4,19,0,Luxury,0,1,0,0,1,1,9235789
Pune,Independent House,1275,1,3,20,3,Luxury,0,1,0,0,0,1,10220733
Chennai,Apartment,1755,2,1,2,1,Semi Furnished,0,1,0,0,0,0,7745129
Delhi,Villa,2909,4,1,1,2,Unfurnished,0,1,0,1,1,1,28959514
Chennai,Independent House,1130,1,3,13,0,Fully Furnished,0,0,1,1,0,1,6126488
Pune,Independent House,3163,1,2,6,1,Unfurnished,0,1,1,0,1,1,17272131
Mumbai,Apartment,1579,2,1,4,3,Luxury,0,0,0,1,0,1,19421617
Chennai,Apartment,1261,1,3,18,2,Fully Furnished,1,0,0,0,1,1,7570088
Chennai,Independent House,1107,5,4,1,2,Semi Furnished,1,1,1,0,1,1,9014643
Delhi,Independent House,941,4,4,8,0,Fully Furnished,0,0,0,0,0,1,10668356
Delhi,Independent House,1513,4,4,21,0,Unfurnished,1,1,1,1,0,0,12818953
Hyderabad,Independent House,1417,4,3,2,2,Luxury,1,1,0,1,0,1,12154789
Delhi,Apartment,1196,2,3,18,0,Luxury,1,0,1,1,1,0,11351038
Hyderabad,Villa,1705,3,2,2,1,Luxury,0,1,1,0,1,1,16272153
Delhi,Apartment,1353,1,1,13,2,Fully Furnished,1,0,0,1,1,1,12503629
Pune,Apartment,2052,5,4,0,1,Luxury,0,0,1,1,0,0,16756136
Bangalore,Independent House,1065,4,3,16,0,Fully Furnished,1,0,1,0,0,0,10365854
Bangalore,Independent House,3061,4,2,11,1,Semi Furnished,0,0,1,1,0,1,24631304
Delhi,Apartment,3257,4,4,13,2,Luxury,1,1,1,0,0,1,32856918
Bangalore,Villa,2823,4,4,9,3,Semi Furnished,1,0,0,0,0,0,25956119
Mumbai,Apartment,3671,5,1,20,3,Luxury,0,1,1,0,0,1,48179520
Hyderabad,Apartment,1109,3,4,13,3,Luxury,0,1,0,1,1,1,8209231
Mumbai,Villa,617,4,1,0,0,Semi Furnished,0,1,1,1,0,1,9938404
Mumbai,Apartment,3993,1,4,4,3,Luxury,0,1,1,0,1,0,47709122
Bangalore,Villa,3186,5,4,24,2,Unfurnished,0,1,0,0,0,0,24564598
Pune,Villa,713,5,1,18,3,Semi Furnished,0,0,1,1,0,0,6505318
Bangalore,Independent House,2793,2,4,24,2,Semi Furnished,0,1,0,0,0,0,18463738
Delhi,Apartment,1180,3,3,5,0,Unfurnished,0,1,1,0,1,0,9797406
Hyderabad,Independent House,2592,1,2,21,3,Unfurnished,1,1,1,0,0,1,12017034
Bangalore,Villa,1080,3,3,15,0,Unfurnished,0,1,0,0,0,0,8905135
Bangalore,Apartment,1070,2,1,10,1,Fully Furnished,0,0,0,1,1,1,7697727
Hyderabad,Independent House,2513,4,4,16,3,Fully Furnished,0,1,0,0,1,1,15571913
Delhi,Independent House,3852,2,4,13,3,Semi Furnished,1,1,1,0,1,1,33625092
Chennai,Independent House,2440,2,1,16,2,Unfurnished,1,1,1,1,0,0,10671679
Chennai,Independent House,2065,2,1,6,2,Semi Furnished,1,0,1,0,0,1,11620737
Pune,Independent House,2506,5,3,7,0,Semi Furnished,1,1,0,0,0,1,17901702
Pune,Apartment,3394,4,3,10,1,Luxury,0,0,1,1,0,1,22797632
Hyderabad,Independent House,3063,3,4,7,0,Semi Furnished,1,0,0,1,1,0,19231009
Mumbai,Apartment,1981,1,1,15,0,Unfurnished,1,1,1,1,1,1,17429678
Chennai,Independent House,2211,3,4,15,0,Unfurnished,1,0,0,0,0,0,9837401
Chennai,Villa,1527,2,1,6,2,Luxury,0,0,1,0,0,0,12263974
Hyderabad,Independent House,3417,5,4,8,1,Fully Furnished,0,1,0,0,1,0,23433717
Mumbai,Villa,3337,1,2,18,3,Luxury,1,1,1,1,0,0,54842791
Chennai,Villa,2045,5,2,21,1,Unfurnished,0,0,1,0,0,0,11466822
Mumbai,Independent House,2597,1,3,6,2,Semi Furnished,1,1,0,0,0,0,34141984
Mumbai,Independent House,3794,4,2,2,2,Semi Furnished,1,0,1,0,0,1,49816910
Pune,Apartment,667,4,2,8,0,Semi Furnished,1,1,1,1,0,0,5373851
Bangalore,Apartment,2656,4,3,1,3,Luxury,1,1,0,0,1,1,21892497
Bangalore,Independent House,3033,3,4,16,3,Semi Furnished,0,0,0,0,0,0,20286687
Hyderabad,Villa,1577,1,1,8,1,Fully Furnished,1,1,1,0,0,1,12118195
Bangalore,Apartment,3208,3,3,23,0,Fully Furnished,0,0,1,1,0,0,21338421
Hyderabad,Apartment,1960,4,2,0,3,Semi Furnished,1,1,0,0,1,0,11041594
Hyderabad,Villa,2540,5,1,15,1,Fully Furnished,1,0,0,0,1,0,19178598
Bangalore,Apartment,1009,3,3,14,3,Unfurnished,1,1,1,1,1,1,7355841
Chennai,Independent House,2721,5,4,3,2,Fully Furnished,0,0,1,0,0,1,16861279
Bangalore,Villa,2072,2,1,6,3,Luxury,0,1,1,0,1,1,24546627
Mumbai,Villa,1731,3,2,1,2,Luxury,0,1,1,1,1,0,34414588
Mumbai,Villa,2510,2,3,19,1,Semi Furnished,1,1,1,0,1,0,35058454
Bangalore,Independent House,817,4,3,0,3,Unfurnished,1,0,0,1,0,1,8792672
Delhi,Villa,952,3,2,23,1,Semi Furnished,1,0,1,0,0,1,11777516
Bangalore,Villa,2330,4,1,8,2,Luxury,1,0,1,1,0,0,24359292
Mumbai,Villa,1833,3,1,9,3,Semi Furnished,0,1,1,0,0,1,27524232
Delhi,Villa,2518,3,4,14,3,Fully Furnished,1,1,0,0,1,0,32538082
Delhi,Independent House,2977,5,3,4,2,Semi Furnished,0,1,0,1,0,1,30227829
Delhi,Independent House,946,1,3,20,0,Unfurnished,1,0,1,1,1,0,7572996
Delhi,Villa,3473,2,2,17,3,Unfurnished,0,0,0,1,1,0,34537138
Delhi,Villa,1069,1,1,4,0,Semi Furnished,0,0,0,0,1,0,12077159
Mumbai,Independent House,1098,3,4,15,1,Unfurnished,0,1,1,0,1,0,13420164
Bangalore,Apartment,1299,5,2,15,3,Semi Furnished,1,1,0,1,1,1,10461276
Pune,Apartment,2307,4,2,0,2,Luxury,1,0,1,0,1,0,17667018
Pune,Villa,774,3,2,14,3,Luxury,1,0,0,1,0,1,9109376
Delhi,Independent House,1314,2,3,20,2,Unfurnished,1,0,1,1,1,0,12619572
Pune,Independent House,2532,5,2,18,2,Luxury,0,1,1,1,0,0,18116955
Pune,Apartment,995,1,4,21,3,Semi Furnished,1,0,0,0,0,1,6543488
Mumbai,Apartment,3106,3,1,1,0,Unfurnished,1,1,0,0,1,0,31144526
Mumbai,Apartment,1401,3,4,14,2,Semi Furnished,0,0,0,1,0,0,15663057
Pune,Villa,1433,1,2,0,2,Unfurnished,1,0,1,0,1,0,11257209
Delhi,Independent House,2060,5,2,25,0,Fully Furnished,1,1,1,0,0,0,22661019
Chennai,Apartment,2642,2,1,19,2,Unfurnished,0,0,1,1,1,1,9465895
Bangalore,Independent House,2788,5,2,16,2,Unfurnished,1,0,0,1,1,0,17688090
Mumbai,Independent House,1970,1,2,6,2,Semi Furnished,0,0,1,0,0,1,26040497
Mumbai,Villa,2858,4,2,8,0,Unfurnished,0,0,1,0,1,1,36361015
Bangalore,Apartment,707,2,4,21,0,Unfurnished,1,0,1,1,0,1,5375895
Delhi,Apartment,2393,1,3,11,1,Unfurnished,1,1,0,0,0,0,17711188
Bangalore,Independent House,3884,1,2,1,0,Unfurnished,0,0,1,0,1,0,24185822
Delhi,Villa,1797,2,4,15,0,Semi Furnished,0,0,1,0,1,1,20991018
Bangalore,Independent House,2102,5,3,20,1,Fully Furnished,1,1,0,0,1,1,19462596
Delhi,Independent House,921,2,2,16,1,Fully Furnished,1,0,0,1,0,0,10788042
Pune,Independent House,1067,1,4,1,2,Luxury,1,1,1,0,0,1,10890200
Mumbai,Independent House,2167,4,4,1,1,Unfurnished,0,1,0,1,0,1,22772940
Chennai,Apartment,3992,3,2,24,0,Fully Furnished,1,1,1,0,0,1,20865700
Pune,Independent House,2336,5,3,5,3,Luxury,1,0,0,0,1,1,18378832
Bangalore,Villa,1982,5,4,1,2,Fully Furnished,1,1,1,0,0,1,21977474
Chennai,Independent House,2417,4,1,14,0,Semi Furnished,1,0,1,1,0,1,11686570
Hyderabad,Independent House,862,4,2,8,2,Fully Furnished,1,1,0,0,0,0,7784163
Pune,Apartment,1068,1,2,21,3,Semi Furnished,1,0,0,0,1,1,5771599
Chennai,Villa,3059,2,3,3,0,Unfurnished,1,0,0,0,0,1,16901294
Pune,Independent House,3229,4,3,4,0,Unfurnished,1,1,1,1,1,1,21508761
Chennai,Villa,1256,3,1,9,1,Unfurnished,0,0,0,1,1,0,7029588
Delhi,Apartment,2160,1,1,7,3,Semi Furnished,0,0,1,1,1,1,16432583
Delhi,Independent House,1946,2,3,7,3,Semi Furnished,1,0,0,1,1,1,17525787
Delhi,Villa,2083,4,2,14,3,Unfurnished,0,0,0,1,0,1,21905077
Chennai,Independent House,933,4,4,16,1,Unfurnished,1,0,0,1,0,0,5371778
Chennai,Villa,3642,1,2,1,3,Luxury,0,0,0,0,1,1,25372324
Mumbai,Villa,3516,3,1,10,2,Semi Furnished,0,0,0,1,1,1,50195956
Pune,Independent House,3703,4,2,23,1,Fully Furnished,0,0,0,1,1,1,24099601
Bangalore,Villa,3766,1,2,9,3,Fully Furnished,1,0,1,1,1,1,34756552
Bangalore,Apartment,3934,2,4,16,2,Unfurnished,1,0,1,1,0,0,21922193
Mumbai,Independent House,1293,3,3,19,0,Semi Furnished,0,1,0,0,0,0,14188263
Hyderabad,Villa,627,4,1,11,1,Semi Furnished,1,1,1,0,1,1,6673914
Pune,Villa,2420,4,4,8,0,Unfurnished,0,1,0,1,0,0,17408682
Chennai,Apartment,1730,4,1,22,2,Fully Furnished,0,1,0,1,0,0,9482014
Pune,Apartment,1160,5,4,7,1,Semi Furnished,1,1,0,1,0,1,8608679
Bangalore,Villa,2714,2,1,13,0,Unfurnished,1,0,0,0,1,1,21358642
Pune,Villa,3212,3,4,16,1,Semi Furnished,1,0,1,1,1,1,24399292
Delhi,Independent House,995,2,1,24,2,Fully Furnished,1,1,1,0,1,0,9924475
Chennai,Villa,2023,4,2,24,3,Unfurnished,1,1,0,0,1,1,11899573
Mumbai,Apartment,1671,3,4,12,3,Fully Furnished,1,1,1,0,1,1,22601661
Chennai,Villa,1863,4,4,7,1,Unfurnished,0,0,1,0,0,0,11669741
Hyderabad,Villa,2044,5,1,20,0,Fully Furnished,0,1,0,0,1,0,14425531
Bangalore,Independent House,2293,2,2,0,0,Fully Furnished,0,0,1,1,0,0,18147333
Hyderabad,Apartment,738,3,1,25,3,Semi Furnished,1,0,1,0,0,0,4274852
Pune,Villa,682,1,2,3,3,Luxury,0,1,1,1,0,1,7165252
Bangalore,Apartment,3287,5,4,12,2,Fully Furnished,1,0,0,1,1,1,24054777
Pune,Villa,2166,1,4,23,3,Semi Furnished,1,0,1,0,0,1,16784046
Mumbai,Independent House,2906,1,3,10,1,Luxury,0,0,0,0,1,0,38984828
Mumbai,Villa,2743,5,2,1,3,Luxury,1,1,1,1,0,0,47817263
Delhi,Villa,622,3,2,24,3,Luxury,1,1,0,1,1,1,9750248
Pune,Villa,1030,4,1,12,1,Unfurnished,0,0,0,0,0,1,8008712
Hyderabad,Apartment,2628,2,4,4,3,Luxury,1,0,1,0,1,1,18303730
Pune,Independent House,3119,3,2,4,2,Fully Furnished,0,1,1,1,1,0,24121909
Pune,Villa,1272,5,4,0,2,Semi Furnished,1,0,0,1,0,0,11342470
Bangalore,Apartment,2802,4,3,3,0,Unfurnished,1,0,0,1,0,1,18085046
Bangalore,Independent House,3961,4,3,11,3,Fully Furnished,1,0,0,0,0,0,31366846
Chennai,Villa,1118,5,4,10,2,Unfurnished,1,0,0,0,0,0,7376885
Delhi,Apartment,1275,4,1,10,0,Semi Furnished,0,0,1,1,1,1,10721711
Hyderabad,Apartment,2145,4,4,11,2,Luxury,1,0,0,0,1,0,15502328
Delhi,Independent House,3447,3,1,17,3,Luxury,1,0,0,1,1,1,40691225
Bangalore,Villa,2166,3,2,23,0,Semi Furnished,0,1,1,0,0,1,17715202
Chennai,Independent House,3085,3,1,20,2,Unfurnished,1,1,0,1,1,0,15562003
Hyderabad,Villa,3088,4,4,5,3,Luxury,0,0,1,0,0,0,27713375
Bangalore,Apartment,1089,1,4,20,0,Luxury,1,0,1,0,0,1,9785891
Chennai,Villa,3003,3,1,21,3,Semi Furnished,1,0,0,0,0,1,16012903
Mumbai,Apartment,3092,2,4,5,0,Fully Furnished,1,1,1,0,1,1,37636660
Pune,Apartment,961,1,1,5,0,Luxury,0,1,0,0,0,0,6685752
Mumbai,Apartment,1860,2,2,9,0,Semi Furnished,1,1,0,1,0,1,19901630
Bangalore,Independent House,1325,3,3,22,3,Semi Furnished,1,0,1,1,1,1,11802201
Delhi,Independent House,750,5,4,4,1,Semi Furnished,1,1,1,0,1,1,9244638
Bangalore,Independent House,2515,3,1,3,1,Semi Furnished,1,0,1,1,1,1,20275749
Hyderabad,Independent House,3178,3,1,5,3,Unfurnished,1,1,1,0,0,1,16583126
Mumbai,Villa,3680,1,4,25,3,Semi Furnished,1,1,1,0,1,1,52366270
Mumbai,Villa,1829,1,2,24,0,Luxury,1,1,1,1,0,0,31440931
Chennai,Villa,2926,2,2,21,2,Semi Furnished,0,0,1,0,1,1,16304051
Mumbai,Apartment,1420,2,3,9,0,Semi Furnished,0,0,0,1,0,0,14008955
Delhi,Independent House,2555,2,3,3,3,Unfurnished,1,0,1,1,1,0,23455534
Hyderabad,Independent House,1903,2,4,24,2,Semi Furnished,1,1,1,0,1,1,12095469
Delhi,Apartment,3092,2,2,11,2,Semi Furnished,1,0,1,0,0,0,24589753
Hyderabad,Apartment,2383,1,3,12,1,Fully Furnished,1,0,1,1,1,1,12389437
Mumbai,Apartment,2231,5,1,14,0,Semi Furnished,1,0,1,0,0,1,22412357
Delhi,Independent House,647,4,4,13,0,Luxury,1,1,1,0,1,1,10219237
Pune,Independent House,1057,2,4,17,3,Fully Furnished,0,0,0,1,1,0,8131233
Delhi,Villa,2381,1,4,9,0,Luxury,0,1,1,1,0,1,29972480
Chennai,Villa,3740,1,3,5,2,Fully Furnished,1,1,0,1,1,1,25545885
Delhi,Apartment,3597,1,4,7,1,Fully Furnished,0,0,0,0,1,1,34044005
Chennai,Independent House,3981,5,4,1,0,Semi Furnished,1,1,0,0,0,1,21617077
Pune,Apartment,3208,3,4,12,0,Fully Furnished,0,1,0,1,0,0,19690083
Chennai,Villa,3443,1,3,18,3,Semi Furnished,0,1,1,0,1,0,20053203
Bangalore,Villa,1716,1,4,6,0,Fully Furnished,1,0,1,1,1,1,16152126
Bangalore,Apartment,1505,1,3,23,3,Fully Furnished,1,1,1,1,0,1,11194943
Chennai,Independent House,2492,4,2,17,1,Semi Furnished,1,1,1,0,0,1,13678941
Chennai,Apartment,3663,5,3,9,2,Semi Furnished,1,1,1,0,0,0,17936978
Delhi,Independent House,3733,1,3,17,3,Luxury,0,1,0,1,0,0,40239544
Bangalore,Apartment,1331,2,4,17,3,Fully Furnished,1,0,1,1,1,1,11434687
Pune,Villa,2657,5,4,7,3,Fully Furnished,1,1,1,1,0,0,23017437
Hyderabad,Villa,3724,4,2,21,0,Fully Furnished,1,1,1,1,0,0,27527366
Bangalore,Villa,3055,5,4,0,2,Unfurnished,0,0,1,0,1,0,26446514
Pune,Independent House,1261,4,3,23,1,Semi Furnished,0,1,0,1,0,1,7897811
Hyderabad,Apartment,2480,2,4,7,1,Luxury,1,0,1,0,0,1,16762769
Hyderabad,Apartment,3393,4,4,12,0,Unfurnished,1,1,0,0,1,1,17412858
Hyderabad,Independent House,3992,1,3,12,3,Luxury,1,0,0,0,1,0,28484151
Chennai,Independent House,1181,2,4,6,2,Fully Furnished,0,1,0,1,1,0,8447455
Chennai,Independent House,1954,4,3,18,2,Luxury,0,0,0,1,0,0,13488626
Delhi,Independent House,1856,2,3,15,3,Fully Furnished,1,0,0,0,1,1,18818912
Bangalore,Apartment,2988,3,2,18,0,Semi Furnished,1,1,1,1,0,1,20141265
Delhi,Villa,2743,3,4,15,1,Fully Furnished,1,0,1,1,0,0,31916641
Chennai,Apartment,1214,3,1,20,1,Semi Furnished,1,1,1,0,0,0,5842109
Hyderabad,Independent House,1949,5,1,8,0,Unfurnished,0,1,0,0,1,0,11238260
Pune,Apartment,3424,4,2,1,2,Semi Furnished,1,0,0,0,0,1,17988052
Bangalore,Apartment,2501,1,1,10,0,Luxury,0,1,0,1,0,1,18185970
Delhi,Villa,3050,4,3,18,0,Semi Furnished,1,0,1,0,1,0,31011094
Mumbai,Villa,2617,2,3,16,3,Fully Furnished,1,1,1,0,1,1,43254703
Delhi,Independent House,1056,2,4,0,2,Luxury,1,1,0,0,0,1,14572274
Hyderabad,Independent House,3212,5,2,6,0,Fully Furnished,0,0,1,1,1,1,19255615
Chennai,Villa,2938,2,3,5,1,Semi Furnished,1,0,0,0,1,1,18465163
Mumbai,Villa,1536,3,4,9,2,Fully Furnished,0,1,1,1,1,1,24736593
Delhi,Independent House,623,4,1,13,2,Luxury,0,1,1,0,0,0,8431410
Chennai,Independent House,696,3,4,25,3,Fully Furnished,1,0,0,1,1,0,4835894
Bangalore,Independent House,3554,5,4,1,3,Luxury,1,0,1,1,0,0,31075663
Chennai,Independent House,2394,3,1,15,1,Fully Furnished,0,1,1,0,0,1,13683687
Delhi,Apartment,1604,3,3,17,2,Luxury,0,0,0,1,1,1,17355356
Bangalore,Apartment,2518,2,4,11,2,Fully Furnished,0,1,1,0,0,0,18996423
Mumbai,Independent House,3869,1,1,16,2,Luxury,0,1,0,1,1,1,57261046
Pune,Apartment,2915,1,1,17,1,Unfurnished,0,1,0,0,1,1,13524125
Pune,Apartment,899,2,3,14,3,Fully Furnished,0,1,1,0,1,0,5937203
Chennai,Independent House,1660,2,3,17,3,Semi Furnished,0,1,0,0,0,0,8353294
Hyderabad,Apartment,3792,2,3,2,2,Unfurnished,1,0,0,0,1,0,17193235
Chennai,Apartment,3763,3,1,4,3,Semi Furnished,0,1,0,1,0,1,15469148
Mumbai,Independent House,1442,4,1,2,1,Semi Furnished,0,0,0,0,1,1,19405977
Chennai,Independent House,1461,1,3,15,2,Semi Furnished,0,1,0,0,1,1,7713673
Hyderabad,Independent House,1869,1,4,20,2,Fully Furnished,0,0,1,1,0,1,12271559
Chennai,Apartment,1619,2,1,4,1,Semi Furnished,0,1,0,0,0,1,7527757
Mumbai,Apartment,1306,2,2,23,1,Luxury,1,0,0,0,1,0,16364651
Pune,Independent House,3147,3,1,25,0,Fully Furnished,1,0,1,0,0,1,19110465
Mumbai,Villa,1247,1,1,11,1,Semi Furnished,0,1,0,0,1,1,19339293
Delhi,Independent House,3070,1,3,15,3,Semi Furnished,1,0,1,1,0,1,28038326
Delhi,Apartment,1498,5,2,25,1,Semi Furnished,0,0,0,1,1,0,11717704
Chennai,Apartment,1946,4,3,24,1,Fully Furnished,1,1,1,0,0,1,10898143
Bangalore,Apartment,1185,1,2,5,3,Unfurnished,1,0,1,1,1,0,8461351
Delhi,Independent House,1479,4,3,17,3,Luxury,0,1,1,1,0,1,17519971
Mumbai,Villa,3316,1,3,24,2,Luxury,0,1,1,0,0,0,53281790
Mumbai,Apartment,2854,3,2,11,2,Unfurnished,1,1,0,0,1,0,25702068
Pune,Apartment,1413,3,2,18,0,Unfurnished,1,0,0,1,0,0,7623990
Pune,Villa,3676,2,4,6,2,Semi Furnished,0,1,1,1,1,1,26989179
Bangalore,Villa,601,1,3,22,2,Fully Furnished,0,0,0,1,0,0,5630717
Bangalore,Apartment,3820,2,4,12,1,Luxury,0,1,0,0,1,0,32409757
Hyderabad,Villa,1443,4,2,21,2,Semi Furnished,1,0,0,1,0,1,9905615
Mumbai,Independent House,2816,5,4,4,0,Unfurnished,1,1,0,1,1,0,33115252
Mumbai,Villa,3507,4,3,7,0,Semi Furnished,0,1,0,1,1,1,45196981
Hyderabad,Independent House,1630,5,3,13,2,Fully Furnished,1,0,0,0,1,0,12101603
Bangalore,Villa,3326,3,1,24,3,Luxury,1,1,0,0,0,0,32115220
Bangalore,Independent House,3939,4,1,11,3,Luxury,1,0,1,1,0,0,36506091
Hyderabad,Villa,1004,3,4,25,0,Fully Furnished,1,1,1,1,1,0,8102330
Hyderabad,Independent House,3463,3,2,6,2,Luxury,1,1,0,1,0,1,24066195
Delhi,Villa,1896,3,1,23,0,Semi Furnished,1,1,1,0,1,0,19294097
Pune,Independent House,1980,4,3,24,1,Fully Furnished,0,1,0,0,0,1,15146023
Pune,Villa,3699,5,2,12,0,Fully Furnished,0,0,0,1,1,0,30840962
Delhi,Independent House,1144,4,1,23,2,Luxury,0,1,0,1,0,0,13360760
Pune,Independent House,2625,2,2,7,1,Unfurnished,1,0,0,0,1,0,16485986
Delhi,Independent House,2297,5,2,13,1,Luxury,1,1,1,1,1,1,26897815
Bangalore,Independent House,915,2,3,22,1,Fully Furnished,0,0,1,1,0,0,7904410
Pune,Villa,2505,3,1,14,3,Semi Furnished,1,1,0,0,0,1,18980088
Hyderabad,Independent House,3493,2,1,21,2,Luxury,0,1,1,0,1,1,24454977
Bangalore,Independent House,3310,4,3,17,2,Semi Furnished,1,0,1,0,1,0,27287698
Hyderabad,Villa,3006,1,1,19,0,Fully Furnished,1,0,0,0,0,0,18573457
Mumbai,Villa,1959,1,1,12,3,Unfurnished,1,1,1,0,1,0,23210810
Chennai,Apartment,1632,4,1,5,2,Luxury,1,0,0,1,0,1,10359014
Hyderabad,Villa,683,5,1,17,0,Fully Furnished,1,0,0,0,0,0,5789463
Chennai,Apartment,884,2,2,20,3,Fully Furnished,0,0,1,0,0,1,4881498
Mumbai,Villa,2678,2,4,0,0,Semi Furnished,0,1,1,0,1,0,38840565
Bangalore,Apartment,1391,5,2,19,2,Luxury,1,1,1,0,0,1,12181179
Bangalore,Apartment,1371,4,1,11,0,Luxury,1,0,0,1,1,0,11413583
Bangalore,Independent House,1799,4,4,13,3,Semi Furnished,0,1,0,1,0,1,14994569
Delhi,Independent House,2638,3,1,16,0,Fully Furnished,0,0,1,0,1,0,26312312
Hyderabad,Independent House,1371,3,1,21,3,Luxury,0,1,0,0,0,1,10756765
Bangalore,Villa,898,2,4,6,0,Fully Furnished,0,1,0,0,1,0,10480913
Pune,Independent House,2197,2,3,12,0,Semi Furnished,0,0,0,1,1,1,12969227
Pune,Villa,2276,1,4,13,3,Fully Furnished,1,0,1,1,0,1,17355632
Mumbai,Apartment,888,1,1,5,3,Semi Furnished,0,0,1,0,1,1,9741867
Chennai,Independent House,1044,1,4,6,0,Fully Furnished,1,0,0,0,1,1,6571715
Bangalore,Apartment,1355,1,1,7,3,Luxury,1,1,0,1,0,0,12236206
Pune,Independent House,2929,1,2,10,2,Unfurnished,0,1,1,0,0,1,15916305
Chennai,Villa,1522,2,2,10,3,Unfurnished,0,1,0,0,1,0,8169459
Chennai,Apartment,3404,1,4,16,0,Unfurnished,0,1,1,0,0,0,13431942
Hyderabad,Independent House,2904,1,4,24,0,Unfurnished,0,0,0,0,1,1,13271713
Delhi,Independent House,3664,2,4,19,2,Luxury,1,1,1,0,1,1,39304709
Chennai,Villa,2191,3,2,11,0,Semi Furnished,1,1,0,0,1,1,14362109
Delhi,Apartment,1112,3,2,12,3,Luxury,1,1,1,1,1,1,12669574
Chennai,Villa,1145,5,2,7,1,Luxury,0,0,1,1,1,1,10420458
Bangalore,Independent House,2526,1,4,9,3,Semi Furnished,0,0,0,1,0,1,20529920
Mumbai,Apartment,697,2,4,18,1,Luxury,1,0,1,0,0,1,9885847
Bangalore,Villa,3723,4,3,19,0,Semi Furnished,0,0,0,0,0,0,29961441
Hyderabad,Independent House,1431,2,2,9,0,Fully Furnished,1,1,1,1,1,0,9621705
Hyderabad,Villa,1222,2,4,3,3,Semi Furnished,0,1,1,0,0,0,10303037
Hyderabad,Apartment,2160,4,4,15,1,Semi Furnished,0,1,1,0,1,0,12822375
Pune,Villa,1991,1,3,2,1,Fully Furnished,0,1,1,0,0,0,17916107
Chennai,Independent House,2052,5,4,0,3,Unfurnished,0,1,1,0,1,0,11820663
Bangalore,Apartment,3469,3,3,14,3,Semi Furnished,1,0,1,1,0,1,23300517
Bangalore,Villa,3609,5,1,9,3,Unfurnished,0,1,1,1,0,1,29891911
Chennai,Independent House,2267,3,2,11,2,Luxury,0,1,1,1,0,1,16077780
Hyderabad,Villa,2684,1,1,25,1,Fully Furnished,0,0,0,0,1,0,16625912
Bangalore,Apartment,639,1,3,19,0,Unfurnished,0,1,1,0,0,0,3955777
